"","country","shape"
"47816","us","disk"
"47817","us","disk"
"47826",NA,"disk"
"47831","gb","unknown"
"47838","gb","unknown"
"47859","us","disk"
"47860","us","disk"
"47881","gb","triangle"
"47886","us","disk"
"47888","us","disk"
"47901","us","disk"
"47908",NA,"disk"
"47936","us","disk"
"47984","gb","other"
"47986","us","disk"
"47987",NA,"disk"
"47988","gb","cigar"
"48000","us","disk"
"48019","ca","disk"
"48021","us","disk"
"48028","gb","light"
"48029","us","disk"
"48035",NA,"disk"
"48036",NA,"disk"
"48045",NA,"disk"
"48053",NA,"disk"
"48056","us","disk"
"48070","gb","teardrop"
"48075","us","disk"
"48133","us","disk"
"48140","us","disk"
"48159","us","disk"
"48177",NA,"disk"
"48208","gb","changing"
"48210","us","disk"
"48232","us","disk"
"48256","gb","unknown"
"48272","us","disk"
"48284","us","disk"
"48298","us","disk"
"48318","us","disk"
"48336",NA,"disk"
"48368","us","disk"
"48372","us","disk"
"48385","us","disk"
"48392",NA,"disk"
"48394","gb","cylinder"
"48411","us","disk"
"48455",NA,"disk"
"48460","us","disk"
"48463","us","disk"
"48466","gb","cigar"
"48477","us","disk"
"48478",NA,"disk"
"48483",NA,"disk"
"48485",NA,"disk"
"48500","us","disk"
"48512",NA,"disk"
"48540","us","disk"
"48548",NA,"disk"
"48560","us","disk"
"48565","us","disk"
"48576","us","disk"
"48583","gb",NA
"48595","ca","disk"
"48626","gb","sphere"
"48630","gb","sphere"
"48634","us","disk"
"48657","gb","fireball"
"48693","us","disk"
"48695","us","disk"
"48700","us","disk"
"48726","us","disk"
"48731","us","disk"
"48734","us","disk"
"48741","us","disk"
"48767","us","disk"
"48776",NA,"disk"
"48782","gb","other"
"48793","us","disk"
"48796","us","disk"
"48801","ca","disk"
"48815","gb","unknown"
"48816","gb","fireball"
"48829","us","disk"
"48832","us","disk"
"48841","us","disk"
"48843","gb","disk"
"48846","gb","other"
"48858","us","disk"
"48865","au","disk"
"48870","us","disk"
"48874","us","disk"
"48881",NA,"disk"
"48892","gb","teardrop"
"48904","au","disk"
"48908","us","disk"
"48912","us","disk"
"48934","gb","sphere"
"48936","us","disk"
"48937","us","disk"
"48944","gb","teardrop"
"48945",NA,"disk"
"48947","us","disk"
"48949","gb","disk"
"48968","gb","light"
"48981","us","disk"
"48982","gb","rectangle"
"49000",NA,"disk"
"49009","us","disk"
"49039","us","disk"
"49046",NA,"disk"
"49048","gb","other"
"49061","gb","oval"
"49073","us","disk"
"49075","us","disk"
"49078","us","disk"
"49104",NA,"disk"
"49111","us","disk"
"49122","gb","light"
"49150","gb","formation"
"49179","us","disk"
"49188","us","disk"
"49196","us","disk"
"49200","us","disk"
"49219","gb","light"
"49231","us","disk"
"49235","gb","circle"
"49247","us","disk"
"49255",NA,"disk"
"49259","us","disk"
"49260","us","disk"
"49261","ca","disk"
"49281","us","disk"
"49282","us","disk"
"49283","us","disk"
"49314","gb","triangle"
"49325","us","disk"
"49347","us","disk"
"49349",NA,"disk"
"49360","us","disk"
"49370","us","disk"
"49377","us","disk"
"49383","us","disk"
"49395","us","disk"
"49398","us","disk"
"49401","gb","formation"
"49403",NA,"disk"
"49412","us","disk"
"49415","gb","rectangle"
"49416","us","disk"
"49429","us","disk"
"49434","us","disk"
"49437","us","disk"
"49451","us","disk"
"49457","gb","light"
"49462","us","disk"
"49464","us","disk"
"49491","us","disk"
"49524","us","disk"
"49556","us","disk"
"49567",NA,"disk"
"49568","us","disk"
"49570","gb","triangle"
"49579","gb","circle"
"49585","us","disk"
"49591","gb","light"
"49593","gb","cigar"
"49606","us","disk"
"49621","us","disk"
"49646","us","disk"
"49671","us","disk"
"49681","us","disk"
"49694","us","disk"
"49695","us","disk"
"49698",NA,"disk"
"49726",NA,"disk"
"49732","us","disk"
"49737","us","disk"
"49753","us","disk"
"49756","us","disk"
"49791","us","disk"
"49810","gb","circle"
"49822","us","disk"
"49829","us","disk"
"49863","us","disk"
"49887","us","disk"
"49892",NA,"disk"
"49897","us","disk"
"49898","gb","formation"
"49907","us","disk"
"49932",NA,"disk"
"49933",NA,"disk"
"49959",NA,"disk"
"49966","us","disk"
"49968","ca","disk"
"49969","us","disk"
"49973","us","disk"
"50028","us","disk"
"50034","us","disk"
"50035","us","disk"
"50037","ca","disk"
"50041",NA,"disk"
"50063","us","disk"
"50065",NA,"disk"
"50069","gb","light"
"50082",NA,"disk"
"50085","us","disk"
"50091","us","disk"
"50099","gb","diamond"
"50101",NA,"disk"
"50103","gb","changing"
"50107","us","disk"
"50112","us","disk"
"50114","gb","formation"
"50121","us","disk"
"50130","us","disk"
"50132","us","disk"
"50137","us","disk"
"50146","us","disk"
"50152",NA,"disk"
"50157","gb","circle"
"50159","gb","rectangle"
"50172","us","disk"
"50215","us","disk"
"50216","us","disk"
"50217","us","disk"
"50218",NA,"disk"
"50225","us","disk"
"50238","gb","light"
"50248",NA,"disk"
"50251","us","disk"
"50262","gb","unknown"
"50267","gb","oval"
"50273","gb","light"
"50277","us","disk"
"50285","us","disk"
"50296","gb","circle"
"50301",NA,"disk"
"50303","gb","circle"
"50305","us","disk"
"50320",NA,"disk"
"50347","us","disk"
"50379",NA,"disk"
"50388","us","disk"
"50408","us","disk"
"50415","gb","circle"
"50418","us","disk"
"50432","us","disk"
"50457","gb","fireball"
"50458","gb","circle"
"50463","us","disk"
"50542",NA,"disk"
"50544","gb","triangle"
"50546","us","disk"
"50551","us","disk"
"50555","us","disk"
"50566","us","disk"
"50568","gb","disk"
"50581","us","disk"
"50582",NA,"disk"
"50614","gb","fireball"
"50623","us","disk"
"50625","gb","light"
"50630","us","disk"
"50687",NA,"disk"
"50724","us","disk"
"50733","us","disk"
"50735","us","disk"
"50738","us","disk"
"50746",NA,"disk"
"50761",NA,"disk"
"50772","gb","other"
"50777","us","disk"
"50788","us","disk"
"50790","us","disk"
"50795","gb","disk"
"50799","gb","diamond"
"50821","gb","disk"
"50831","gb","sphere"
"50838","gb","light"
"50878","gb","rectangle"
"50931","us","disk"
"50964","us","disk"
"50974","us","disk"
"50976","us","disk"
"50977","gb","triangle"
"50984","us","disk"
"50988","us","disk"
"50999","us","disk"
"51002",NA,"disk"
"51012",NA,"disk"
"51013","us","disk"
"51017","gb","teardrop"
"51023","gb","light"
"51035","us","disk"
"51041","gb","cigar"
"51042","ca","disk"
"51049","gb",NA
"51084","gb","teardrop"
"51087",NA,"disk"
"51092",NA,"disk"
"51127","us","disk"
"51128","us","disk"
"51134","us","disk"
"51153","us","disk"
"51154","gb","unknown"
"51174","us","disk"
"51183","us","disk"
"51188","gb",NA
"51201","us","disk"
"51207","gb","light"
"51225",NA,"disk"
"51227","us","disk"
"51239","us","disk"
"51273","us","disk"
"51276","us","disk"
"51296","gb","oval"
"51306","us","disk"
"51319","gb","triangle"
"51320","us","disk"
"51354",NA,"disk"
"51355","us","disk"
"51361","gb","other"
"51379","us","disk"
"51389","gb","triangle"
"51405","us","disk"
"51417","us","disk"
"51418","us","disk"
"51431","us","disk"
"51470","us","disk"
"51488","us","disk"
"51496","gb",NA
"51501","us","disk"
"51507","us","disk"
"51510","gb","cigar"
"51529","us","disk"
"51537","gb","light"
"51538","us","disk"
"51576","us","disk"
"51578","gb","oval"
"51579","gb","formation"
"51581","gb","disk"
"51590","gb","light"
"51591","gb","unknown"
"51593","gb","fireball"
"51594","gb","other"
"51598","gb","light"
"51601","us","disk"
"51612","us","disk"
"51621","gb","rectangle"
"51635","us","disk"
"51636","us","disk"
"51645",NA,"disk"
"51647","us","disk"
"51648","us","disk"
"51650","us","disk"
"51651","us","disk"
"51652","us","disk"
"51661","us","disk"
"51663","us","disk"
"51664","us","disk"
"51667","us","disk"
"51674","us","disk"
"51675","us","disk"
"51681","us","disk"
"51688","us","disk"
"51693","us","disk"
"51694","us","disk"
"51697","au","disk"
"51712",NA,"disk"
"51715","us","disk"
"51725","us","disk"
"51733",NA,"disk"
"51739","gb","triangle"
"51752","us","disk"
"51754","us","disk"
"51755",NA,"disk"
"51757","gb","triangle"
"51759","us","disk"
"51775","gb","light"
"51798","us","disk"
"51811","gb","triangle"
"51813","gb","triangle"
"51815",NA,"disk"
"51878","gb","changing"
"51910","us","disk"
"51919","ca","disk"
"51921",NA,"disk"
"51924","us","disk"
"51929","us","disk"
"51930","us","disk"
"51932",NA,"disk"
"51933","au","disk"
"51949","us","disk"
"51955","gb","triangle"
"51958","us","disk"
"51966","us","disk"
"51970","gb","light"
"51974","us","disk"
"51979","gb","rectangle"
"51984","us","disk"
"51987","us","disk"
"51997","us","disk"
"52002","gb","circle"
"52010","gb","triangle"
"52031",NA,"disk"
"52040","gb","oval"
"52050","us","disk"
"52052","gb","circle"
"52077","us","disk"
"52078","us","disk"
"52102","us","disk"
"52104","us","disk"
"52106",NA,"disk"
"52108","us","disk"
"52111",NA,"disk"
"52121",NA,"disk"
"52122","us","disk"
"52125","ca","disk"
"52128","gb","circle"
"52131","us","disk"
"52132","us","disk"
"52135","us","disk"
"52136",NA,"disk"
"52137","us","disk"
"52141","us","disk"
"52150","us","disk"
"52152","gb",NA
"52153","us","disk"
"52169","us","disk"
"52173","ca","disk"
"52175","us","disk"
"52179","us","disk"
"52180","us","disk"
"52186","us","disk"
"52190","us","disk"
"52195","us","disk"
"52203","us","disk"
"52205","us","disk"
"52209","us","disk"
"52211","us","disk"
"52213","us","disk"
"52215","us","disk"
"52219","us","disk"
"52228","us","disk"
"52231","us","disk"
"52232",NA,"disk"
"52233","us","disk"
"52234","us","disk"
"52236","us","disk"
"52239","us","disk"
"52241",NA,"disk"
"52242","us","disk"
"52244","us","disk"
"52245","us","disk"
"52246","us","disk"
"52249","us","disk"
"52252","us","disk"
"52253","us","disk"
"52255","us","disk"
"52260","us","disk"
"52266","us","disk"
"52271","us","disk"
"52276","us","disk"
"52291","us","disk"
"52305","us","disk"
"52307","us","disk"
"52310","us","disk"
"52318","us","disk"
"52321","us","disk"
"52322","us","disk"
"52325","us","disk"
"52328","gb","circle"
"52331","us","disk"
"52333","us","disk"
"52335","us","disk"
"52338","us","disk"
"52339","us","disk"
"52340","us","disk"
"52341","us","disk"
"52345","gb",NA
"52348","au","disk"
"52352","us","disk"
"52357",NA,"disk"
"52364","gb","circle"
"52381","us","disk"
"52385","us","disk"
"52387","us","disk"
"52404","us","disk"
"52415","us","disk"
"52416","us","disk"
"52418","us","disk"
"52423","gb","light"
"52425",NA,"disk"
"52426","us","disk"
"52431","us","disk"
"52434","us","disk"
"52445","us","disk"
"52449","us","disk"
"52463","us","disk"
"52472","us","disk"
"52473","us","disk"
"52477","us","disk"
"52481","us","disk"
"52483","us","disk"
"52485","gb","disk"
"52506",NA,"disk"
"52513","us","disk"
"52522","us","disk"
"52528","gb","sphere"
"52544","us","disk"
"52545","us","disk"
"52546","us","disk"
"52549","us","disk"
"52555","gb","cylinder"
"52559","us","disk"
"52560","us","disk"
"52562","gb","light"
"52566","us","disk"
"52567","gb","other"
"52581","us","disk"
"52585",NA,"disk"
"52588","gb","oval"
"52591","us","disk"
"52593","us","disk"
"52595","us","disk"
"52597","gb","circle"
"52598","gb","unknown"
"52599",NA,"disk"
"52600","us","disk"
"52615","us","disk"
"52617","us","disk"
"52621","us","disk"
"52622",NA,"disk"
"52628","us","disk"
"52630","us","disk"
"52631",NA,"disk"
"52644",NA,"disk"
"52647","us","disk"
"52658",NA,"disk"
"52664","us","disk"
"52665","us","disk"
"52670","us","disk"
"52673","us","disk"
"52676","us","disk"
"52684","ca","disk"
"52702","ca","disk"
"52708","us","disk"
"52709","us","disk"
"52712",NA,"disk"
"52732",NA,"disk"
"52746",NA,"disk"
"52748","us","disk"
"52749","gb","other"
"52756","us","disk"
"52759","us","disk"
"52765","us","disk"
"52777",NA,"disk"
"52778","us","disk"
"52798","us","disk"
"52805","us","disk"
"52809","us","disk"
"52815","us","disk"
"52818","us","disk"
"52819","us","disk"
"52829","us","disk"
"52832","gb",NA
"52833","us","disk"
"52836",NA,"disk"
"52838","us","disk"
"52840",NA,"disk"
"52844","us","disk"
"52845","us","disk"
"52852","us","disk"
"52853","us","disk"
"52856","ca","disk"
"52874","us","disk"
"52875",NA,"disk"
"52887","us","disk"
"52888","us","disk"
"52893","gb","other"
"52918","us","disk"
"52932","us","disk"
"52939","us","disk"
"52964","gb","fireball"
"52971",NA,"disk"
"52974","gb","light"
"52991","gb","circle"
"52998","gb","diamond"
"53001","us","disk"
"53007","us","disk"
"53013",NA,"disk"
"53023","gb","triangle"
"53024","gb","triangle"
"53032",NA,"disk"
"53042","gb","disk"
"53043","gb","oval"
"53047","gb","sphere"
"53068","us","disk"
"53073","us","disk"
"53082","us","disk"
"53084",NA,"disk"
"53085","us","disk"
"53094","gb","light"
"53098","gb","triangle"
"53113",NA,"disk"
"53121","us","disk"
"53129","us","disk"
"53130","gb","triangle"
"53132","us","disk"
"53142","gb","other"
"53150","us","disk"
"53168","gb","sphere"
"53170","us","disk"
"53173","us","disk"
"53179","us","disk"
"53197","gb","teardrop"
"53205","us","disk"
"53210","gb","sphere"
"53217","us","disk"
"53235",NA,"disk"
"53239","us","disk"
"53255",NA,"disk"
"53266",NA,"disk"
"53277",NA,"disk"
"53303","us","disk"
"53306","us","disk"
"53316",NA,"disk"
"53327","us","disk"
"53357","gb","sphere"
"53385","gb","light"
"53438","us","disk"
"53443","gb","triangle"
"53452","ca","disk"
"53456","gb","teardrop"
"53459",NA,"disk"
"53466","gb","circle"
"53471","gb","light"
"53472","au","disk"
"53482","us","disk"
"53505","us","disk"
"53525","us","disk"
"53528",NA,"disk"
"53531","us","disk"
"53536","gb","unknown"
"53542",NA,"disk"
"53550","us","disk"
"53552","us","disk"
"53581","gb","circle"
"53603","us","disk"
"53625",NA,"disk"
"53626","us","disk"
"53627",NA,"disk"
"53636","us","disk"
"53638","us","disk"
"53649","gb","teardrop"
"53662",NA,"disk"
"53685","us","disk"
"53701","us","disk"
"53703","gb","cylinder"
"53708","gb","rectangle"
"53734","gb","unknown"
"53747","us","disk"
"53762","us","disk"
"53763","us","disk"
"53766","gb","circle"
"53769","gb","light"
"53780","us","disk"
"53784","us","disk"
"53816","us","disk"
"53824","ca","disk"
"53826","us","disk"
"53828",NA,"disk"
"53850",NA,"disk"
"53885","us","disk"
"53897","us","disk"
"53911","us","disk"
"53929",NA,"disk"
"53938","gb","light"
"53943","us","disk"
"53945","gb","triangle"
"53996","gb","light"
"53999",NA,"disk"
"54009","us","disk"
"54035",NA,"disk"
"54041","us","disk"
"54052",NA,"disk"
"54054","us","disk"
"54056","us","disk"
"54057","us","disk"
"54059","us","disk"
"54060",NA,"disk"
"54061","us","disk"
"54066","ca","disk"
"54067","us","disk"
"54072","us","disk"
"54073",NA,"disk"
"54079",NA,"disk"
"54089","us","disk"
"54093","us","disk"
"54096",NA,"disk"
"54100","us","disk"
"54104",NA,"disk"
"54108","us","disk"
"54109",NA,"disk"
"54112","us","disk"
"54120","us","disk"
"54121",NA,"disk"
"54122",NA,"disk"
"54123","us","disk"
"54126",NA,"disk"
"54130","ca","disk"
"54139","us","disk"
"54146","us","disk"
"54147","us","disk"
"54151","us","disk"
"54165","us","disk"
"54166",NA,"disk"
"54167","us","disk"
"54169","us","disk"
"54170","us","disk"
"54175",NA,"disk"
"54177","gb","disk"
"54179","us","disk"
"54187","us","disk"
"54188",NA,"disk"
"54191",NA,"disk"
"54197","us","disk"
"54199",NA,"disk"
"54201","us","disk"
"54203","us","disk"
"54204","us","disk"
"54206","us","disk"
"54209","us","disk"
"54213","us","disk"
"54215",NA,"disk"
"54225","us","disk"
"54227","us","disk"
"54228",NA,"disk"
"54229","ca","disk"
"54233","us","disk"
"54234",NA,"disk"
"54237",NA,"disk"
"54238",NA,"disk"
"54239","us","disk"
"54240",NA,"disk"
"54242","us","disk"
"54246",NA,"disk"
"54250","us","disk"
"54252","us","disk"
"54257","ca","disk"
"54258","us","disk"
"54262","us","disk"
"54263","us","disk"
"54264",NA,"disk"
"54268","us","disk"
"54273","us","disk"
"54277","us","disk"
"54288","us","disk"
"54293",NA,"disk"
"54295","us","disk"
"54298","us","disk"
"54299","us","disk"
"54302","us","disk"
"54303",NA,"disk"
"54315","au","disk"
"54317","us","disk"
"54320","gb","cigar"
"54330","us","disk"
"54331","us","disk"
"54332","us","disk"
"54335","us","disk"
"54339","us","disk"
"54343","gb","other"
"54344","gb","circle"
"54350",NA,"disk"
"54353","us","disk"
"54354","us","disk"
"54356","us","disk"
"54360","us","disk"
"54364","us","disk"
"54369","gb","light"
"54374","us","disk"
"54379","us","disk"
"54381","us","disk"
"54382","us","disk"
"54384","us","disk"
"54393","us","disk"
"54397","us","disk"
"54399","us","disk"
"54400","us","disk"
"54406","us","disk"
"54407","gb","disk"
"54409","us","disk"
"54412","us","disk"
"54414","us","disk"
"54423","gb","disk"
"54435","us","disk"
"54438","us","disk"
"54442","us","disk"
"54444","us","disk"
"54447","us","disk"
"54453","us","disk"
"54455","us","disk"
"54466","us","disk"
"54467","us","disk"
"54469","gb","cigar"
"54478",NA,"disk"
"54479","ca","disk"
"54480","us","disk"
"54482","us","disk"
"54483","us","disk"
"54490","us","disk"
"54498","gb","sphere"
"54500","us","disk"
"54518","us","disk"
"54519","us","disk"
"54527","gb","light"
"54532",NA,"disk"
"54538","us","disk"
"54549","gb",NA
"54570","gb","sphere"
"54572","gb",NA
"54577","gb","circle"
"54583","ca","disk"
"54610","us","disk"
"54617","us","disk"
"54622","us","disk"
"54643","us","disk"
"54645","us","disk"
"54651","us","disk"
"54659","gb","rectangle"
"54667","us","disk"
"54668","us","disk"
"54671",NA,"disk"
"54672","gb","oval"
"54673",NA,"disk"
"54675","us","disk"
"54684","us","disk"
"54702",NA,"disk"
"54704",NA,"disk"
"54720","us","disk"
"54735","us","disk"
"54739","us","disk"
"54744","gb","formation"
"54748","us","disk"
"54757","gb","triangle"
"54773","us","disk"
"54782",NA,"disk"
"54793","us","disk"
"54795","us","disk"
"54799","us","disk"
"54810","gb","light"
"54814","au","disk"
"54815",NA,"disk"
"54823","us","disk"
"54824","us","disk"
"54860","gb","other"
"54862","us","disk"
"54866","us","disk"
"54870","gb","sphere"
"54872","us","disk"
"54879","gb","cigar"
"54886","us","disk"
"54889","us","disk"
"54902","ca","disk"
"54911","us","disk"
"54914","de","disk"
"54922","us","disk"
"54925","ca","disk"
"54955","us","disk"
"54962",NA,"disk"
"54974","us","disk"
"54994","gb","cone"
"54999","us","disk"
"55002","gb","sphere"
"55030","us","disk"
"55072",NA,"disk"
"55079","us","disk"
"55111","us","disk"
"55113","us","disk"
"55114","us","disk"
"55117","us","disk"
"55145",NA,"disk"
"55147",NA,"disk"
"55159",NA,"disk"
"55164","us","disk"
"55165","us","disk"
"55167","us","disk"
"55177","gb","light"
"55180","us","disk"
"55182","gb","sphere"
"55190","ca","disk"
"55201","us","disk"
"55202",NA,"disk"
"55205","gb","disk"
"55206",NA,"disk"
"55215",NA,"disk"
"55219","us","disk"
"55238",NA,"disk"
"55246","us","disk"
"55251","us","disk"
"55280","us","disk"
"55295",NA,"disk"
"55299","gb","rectangle"
"55319","us","disk"
"55330","us","disk"
"55345",NA,"disk"
"55348","us","disk"
"55353","au","disk"
"55356","us","disk"
"55367","us","disk"
"55369","us","disk"
"55379","us","disk"
"55394","gb","cigar"
"55397","us","disk"
"55398","us","disk"
"55409",NA,"disk"
"55412","us","disk"
"55413","us","disk"
"55421","au","disk"
"55432","us","disk"
"55435","us","disk"
"55455","us","disk"
"55469","us","disk"
"55490","us","disk"
"55493","us","disk"
"55504","us","disk"
"55506","us","disk"
"55516",NA,"disk"
"55518","us","disk"
"55535","us","disk"
"55545","us","disk"
"55547","us","disk"
"55555","gb","other"
"55563","us","disk"
"55580",NA,"disk"
"55586","us","disk"
"55592","us","disk"
"55593","us","disk"
"55594","us","disk"
"55603","us","disk"
"55631",NA,"disk"
"55649","us","disk"
"55651","us","disk"
"55653","us","disk"
"55670","gb","disk"
"55671","gb","light"
"55694","ca","disk"
"55722",NA,"disk"
"55732","us","disk"
"55749","us","disk"
"55753","us","disk"
"55756","us","disk"
"55765","us","disk"
"55781","us","disk"
"55789","us","disk"
"55798",NA,"disk"
"55803","us","disk"
"55815","us","disk"
"55820","us","disk"
"55827",NA,"disk"
"55835","ca","disk"
"55841","us","disk"
"55908","us","disk"
"55914",NA,"disk"
"55915",NA,"disk"
"55918",NA,"disk"
"55919",NA,"disk"
"55974","us","disk"
"55978","us","disk"
"55979","us","disk"
"55980","us","disk"
"55989","us","disk"
"55990","us","disk"
"55993","us","disk"
"55999","us","disk"
"56007","us","disk"
"56010","us","disk"
"56013",NA,"disk"
"56029",NA,"disk"
"56034","gb","triangle"
"56052","gb","cone"
"56066",NA,"disk"
"56093","gb","circle"
"56096","us","disk"
"56100","us","disk"
"56109","us","disk"
"56110","gb","unknown"
"56116","gb","circle"
"56120","us","disk"
"56124","gb","light"
"56126","gb","changing"
"56139","us","disk"
"56150","us","disk"
"56185","us","disk"
"56186","us","disk"
"56187","us","disk"
"56219","us","disk"
"56229","gb","fireball"
"56235","us","disk"
"56243","gb","light"
"56245","us","disk"
"56247","gb","fireball"
"56255",NA,"disk"
"56265","us","disk"
"56267","us","disk"
"56275",NA,"disk"
"56327","us","disk"
"56328","us","disk"
"56350","us","disk"
"56351","gb","light"
"56355",NA,"disk"
"56356","us","disk"
"56366","au","disk"
"56371","gb","light"
"56374",NA,"disk"
"56395","gb","triangle"
"56399","us","disk"
"56405","gb","cylinder"
"56406","us","disk"
"56407","us","disk"
"56416","us","disk"
"56439","gb","light"
"56446","gb","light"
"56450","us","disk"
"56460","us","disk"
"56479","gb","unknown"
"56481","gb","light"
"56484","us","disk"
"56505",NA,"disk"
"56507","us","disk"
"56552","us","disk"
"56553","us","disk"
"56565","gb","disk"
"56568",NA,"disk"
"56569","ca","disk"
"56577","us","disk"
"56588","us","disk"
"56601","us","disk"
"56609","us","disk"
"56614","gb","circle"
"56623","us","disk"
"56647","gb","circle"
"56663","us","disk"
"56666","us","disk"
"56672","gb","fireball"
"56687","us","disk"
"56737","us","disk"
"56738",NA,"disk"
"56741","us","disk"
"56742","us","disk"
"56768","us","disk"
"56774","gb","sphere"
"56778","us","disk"
"56779","us","disk"
"56792","gb","fireball"
"56832","gb","cylinder"
"56850","gb","sphere"
"56873","us","disk"
"56885","gb","disk"
"56943",NA,"disk"
"56945","us","disk"
"56950","us","disk"
"56988","us","disk"
"57006","us","disk"
"57007",NA,"disk"
"57009",NA,"disk"
"57010",NA,"disk"
"57022","us","disk"
"57036","gb","other"
"57046","us","disk"
"57054","gb","unknown"
"57057","us","disk"
"57059","gb","cigar"
"57098","us","disk"
"57107","gb","light"
"57110","us","disk"
"57111","us","disk"
"57112",NA,"disk"
"57126","gb","light"
"57155","us","disk"
"57186","us","disk"
"57203","us","disk"
"57255","us","disk"
"57256","de","disk"
"57300","us","disk"
"57303","gb","chevron"
"57312","us","disk"
"57360","gb","sphere"
"57361","gb","light"
"57372","us","disk"
"57385","gb","sphere"
"57392","gb","cigar"
"57427","gb","light"
"57453","us","disk"
"57483",NA,"disk"
"57495","us","disk"
"57497","us","disk"
"57499",NA,"disk"
"57502","us","disk"
"57505","us","disk"
"57506","us","disk"
"57507","us","disk"
"57509","us","disk"
"57515","us","disk"
"57518","us","disk"
"57522",NA,"disk"
"57582",NA,"disk"
"57592","gb","light"
"57596","us","disk"
"57598",NA,"disk"
"57609","us","disk"
"57615","us","disk"
"57620",NA,"disk"
"57622",NA,"disk"
"57639","us","disk"
"57649","us","disk"
"57660","gb","other"
"57661","gb","circle"
"57662","gb","circle"
"57664","gb","sphere"
"57665","us","disk"
"57666",NA,"disk"
"57670","us","disk"
"57675","gb","circle"
"57685","us","disk"
"57691","us","disk"
"57717",NA,"disk"
"57719","us","disk"
"57761","us","disk"
"57763","us","disk"
"57772","us","disk"
"57777","us","disk"
"57794",NA,"disk"
"57796","us","disk"
"57797","gb","disk"
"57804","us","disk"
"57807","us","disk"
"57808","us","disk"
"57818",NA,"disk"
"57852","us","disk"
"57854","de","disk"
"57855","gb","disk"
"57856","us","disk"
"57857","us","disk"
"57863","us","disk"
"57892","us","disk"
"57893","us","disk"
"57899","us","disk"
"57912","gb","other"
"57914","gb","fireball"
"57958","gb","light"
"57959","gb","diamond"
"57966",NA,"disk"
"57980","us","disk"
"58011","gb",NA
"58018","gb","light"
"58032","us","disk"
"58041","us","disk"
"58060","us","disk"
"58074",NA,"disk"
"58081","gb","circle"
"58082","gb","fireball"
"58090","gb","oval"
"58111","us","disk"
"58148","us","disk"
"58149","us","disk"
"58163","us","disk"
"58188","us","disk"
"58202","us","disk"
"58205","us","disk"
"58206","us","disk"
"58207","us","disk"
"58216","us","disk"
"58225","us","disk"
"58226","us","disk"
"58241","gb","sphere"
"58242","us","disk"
"58262","us","disk"
"58312","us","disk"
"58325","us","disk"
"58330","us","disk"
"58354","us","disk"
"58398","gb","formation"
"58407","us","disk"
"58430","us","disk"
"58431",NA,"disk"
"58443","gb","light"
"58444","us","disk"
"58450","us","disk"
"58451","gb","fireball"
"58454","us","disk"
"58467",NA,"disk"
"58481","us","disk"
"58483","us","disk"
"58498","gb","light"
"58555","gb","other"
"58560",NA,"disk"
"58569","us","disk"
"58570","us","disk"
"58572","us","disk"
"58574","us","disk"
"58577","us","disk"
"58579","us","disk"
"58581","us","disk"
"58589","us","disk"
"58592","us","disk"
"58595","us","disk"
"58601","us","disk"
"58607","us","disk"
"58608",NA,"disk"
"58614","us","disk"
"58617","us","disk"
"58619","gb","triangle"
"58621","us","disk"
"58626","us","disk"
"58628",NA,"disk"
"58632","us","disk"
"58633","us","disk"
"58634","us","disk"
"58636","gb","circle"
"58645","us","disk"
"58649","us","disk"
"58656",NA,"disk"
"58658","us","disk"
"58663","us","disk"
"58664","ca","disk"
"58665","us","disk"
"58667","us","disk"
"58670","us","disk"
"58679",NA,"disk"
"58688","us","disk"
"58694","us","disk"
"58696","us","disk"
"58698","us","disk"
"58699","us","disk"
"58705","us","disk"
"58708","us","disk"
"58710","gb","cone"
"58713","us","disk"
"58714",NA,"disk"
"58715","us","disk"
"58716","us","disk"
"58720","ca","disk"
"58728","us","disk"
"58730","us","disk"
"58731","us","disk"
"58732","us","disk"
"58748","us","disk"
"58752","us","disk"
"58756","us","disk"
"58760",NA,"disk"
"58766","ca","disk"
"58775","us","disk"
"58785","us","disk"
"58788","us","disk"
"58793","us","disk"
"58794","us","disk"
"58796","ca","disk"
"58803","us","disk"
"58808","us","disk"
"58810","us","disk"
"58815","us","disk"
"58819","us","disk"
"58823","us","disk"
"58835","us","disk"
"58845","us","disk"
"58852","gb",NA
"58853","us","disk"
"58862","us","disk"
"58872","us","disk"
"58876","gb","sphere"
"58877","us","disk"
"58879","us","disk"
"58889","us","disk"
"58899","us","disk"
"58906",NA,"disk"
"58909","us","disk"
"58912","gb","light"
"58927","us","disk"
"58932","gb","unknown"
"58947","gb","diamond"
"58949","gb","disk"
"58953","gb","triangle"
"58957","us","disk"
"58963","us","disk"
"58972","us","disk"
"58973","gb","other"
"58977","us","disk"
"58978","us","disk"
"58993",NA,"disk"
"59040","gb","circle"
"59055","us","disk"
"59062","gb","sphere"
"59063","us","disk"
"59070","gb","cigar"
"59072","gb","rectangle"
"59091","gb",NA
"59095","us","disk"
"59096","us","disk"
"59098","gb","disk"
"59156","gb","sphere"
"59157","us","disk"
"59174","gb","sphere"
"59188","us","disk"
"59189","gb","egg"
"59195","au","disk"
"59208",NA,"disk"
"59209","us","disk"
"59235","us","disk"
"59268","us","disk"
"59274","us","disk"
"59277","gb","light"
"59328","us","disk"
"59330","us","disk"
"59337","us","disk"
"59363",NA,"disk"
"59382","us","disk"
"59386","us","disk"
"59387","gb","sphere"
